name,class
賤人,negative
賤民,negative
賤貨,negative
賤骨頭,negative
贗品,negative
跛,negative
跛腳,negative
蹂躪,negative
蹧蹋,negative
蹩腳,negative
躊躇,negative
躲避,negative
軟弱,negative
輕忽,negative
輕蔑,negative
輕視,negative
輸,negative
輸家,negative
輸掉,negative
辛酸,negative
辭職,negative
辱罵,negative
迫害,negative
迴避,negative
迷亂,negative
迷惑,negative
迷惘,negative
退化,negative
逃避,negative
逃離,negative
逆,negative
逆向,negative
逗弄,negative
逝世,negative
造反,negative
遇難,negative
過失,negative
過錯,negative
違心*,negative
違抗,negative
違法,negative
違犯,negative
違紀,negative
違約,negative
違背,negative
違規,negative
遠離,negative
遭受,negative
遲到,negative
遲疑*,negative
遲鈍,negative
遺憾,negative
遺棄,negative
邪惡,negative
鄙*,negative
鄙視,negative
酷刑,negative
酸,negative
醜,negative
醜*,negative
醜惡,negative
醜陋,negative
重擔,negative
野蠻,negative
鈍,negative
鋌而走險,negative
錯,negative
錯亂,negative
錯誤,negative
錯過,negative
鎮壓,negative
開除,negative
閒話,negative
防備,negative
防衛,negative
陌生,negative
降低,negative
降級,negative
降職,negative
陰暗,negative
陰森,negative
陰沉,negative
陳腐,negative
陳舊,negative
隔離,negative
隨便,negative
雜亂,negative
離婚,negative
難吃,negative
難堪,negative
難熬,negative
難看,negative
難聞,negative
難處,negative
難過,negative
難題,negative
震怒,negative
震驚,negative
霉運,negative
非禮,negative
非難,negative
革職,negative
頑固,negative
頑強,negative
顧慮,negative
顫抖,negative
風險,negative
駁斥,negative
騙*,negative
騙子,negative
騙局,negative
騷動,negative
騷擾,negative
驚,negative
驚人,negative
驚呆,negative
驚嚇,negative
驚心,negative
驚怕,negative
驚恐,negative
驚悚,negative
驚愕,negative
驚慌,negative
驚慌*,negative
驚擾,negative
驚疑,negative
驚訝,negative
驚險,negative
驚駭,negative
骯髒,negative
髒*,negative
髒亂,negative
鬥爭,negative
鬱*,negative
麻木,negative
麻煩,negative
默哀,negative
黯淡,negative
鼻酸,negative
齷齪,negative
不便,anx
不安,anx
不知所措,anx
不穩,anx
不耐,anx
不耐煩,anx
不解,anx
不適,anx
人心惶惶,anx
侮辱,anx
偏執,anx
偏執狂,anx
僵化,anx
優柔寡斷,anx
內疚,anx
內疚感,anx
分心,anx
勉強,anx
動搖,anx
動盪,anx
危*,anx
厭惡,anx
受不了,anx
受傷,anx
可厭,anx
可怕,anx
可畏,anx
吃驚,anx
含糊,anx
嘮叨,anx
嚇*,anx
困*,anx
困惑,anx
壓力,anx
多疑,anx
失控,anx
失眠,anx
妄想,anx
妨害,anx
妨礙,anx
威脅,anx
害怕,anx
害羞,anx
害臊,anx
尷尬,anx
弱點,anx
強迫,anx
徬徨,anx
心煩,anx
心煩意亂,anx
心神不定,anx
心神不寧,anx
忐忑*,anx
怕,anx
怕生,anx
怕羞,anx
恐嚇,anx
恐怖,anx
恐慌,anx
恐懼,anx
惡意,anx
惶*,anx
愁,anx
愁*,anx
愧*,anx
慌*,anx
慘,anx
憂勞,anx
憂心,anx
憂心*,anx
憂患*,anx
憂愁,anx
憂慮,anx
憂煩,anx
懷疑,anx
懼怕,anx
打擊,anx
打擾,anx
打攪,anx
抑制,anx
拮据,anx
掙扎,anx
掛心,anx
掛念,anx
掛慮,anx
提心吊膽,anx
提心弔膽,anx
操勞,anx
擔心,anx
擔憂,anx
擾亂,anx
攪亂,anx
杞人憂天,anx
棘手,anx
沉迷,anx
沮喪,anx
混亂,anx
混淆,anx
淹沒,anx
焦急,anx
焦慮,anx
焦躁,anx
煩惱,anx
煩擾,anx
煩躁,anx
牽掛,anx
猜疑,anx
猶疑,anx
猶豫,anx
疑心*,anx
疑惑,anx
疑慮,anx
疑懼,anx
疑神*,anx
疑難,anx
疑點,anx
發愁,anx
發抖,anx
神經病,anx
神經質,anx
禁忌,anx
禁止,anx
窮困,anx
糊塗,anx
糟糕,anx
糟透,anx
約束,anx
緊張,anx
緊繃,anx
繃緊,anx
罪惡,anx
罪惡*,anx
罪惡感,anx
羞怯,anx
羞愧,anx
脆弱,anx
膽小,anx
膽怯,anx
苦惱,anx
荒謬,anx
討厭,anx
變動,anx
躊躇,anx
躲避,anx
迷惑,anx
逃避,anx
逃離,anx
遲疑*,anx
鋌而走險,anx
錯亂,anx
難堪,anx
難過,anx
震驚,anx
顧慮,anx
顫抖,anx
風險,anx
騷動,anx
驚呆,anx
驚嚇,anx
驚心,anx
驚怕,anx
驚恐,anx
驚悚,anx
驚愕,anx
驚慌,anx
驚慌*,anx
驚擾,anx
驚疑,anx
驚駭,anx
fuck,anger
shit,anger
七竅生煙,anger
上當,anger
下流,anger
不平,anger
不悅,anger
不懷好意,anger
不滿,anger
不爽,anger
不甘,anger
不貞,anger
世仇,anger
丟下,anger
仇,anger
仇人,anger
仇恨,anger
仇敵,anger
仇殺,anger
仇視,anger
他媽的,anger
低能,anger
作嘔,anger
作弊,anger
侮辱,anger
侵犯,anger
侵略,anger
侵略國,anger
侵襲,anger
倔強,anger
偏執,anger
偏見,anger
傲慢,anger
傷天害理,anger
傷害,anger
傻瓜,anger
兇*,anger
兇惡,anger
入侵,anger
公憤,anger
冒昧,anger
冒犯,anger
冷酷,anger
凶*,anger
凶惡,anger
凶殘,anger
凶猛,anger
刺傷,anger
刺痛,anger
刻薄,anger
動怒,anger
勢利,anger
卑劣,anger
卑鄙,anger
厭惡,anger
厭煩,anger
反叛,anger
反對,anger
反感,anger
反抗,anger
反派,anger
反駁,anger
取笑,anger
受害,anger
受罪,anger
受騙,anger
叛亂,anger
叫喊,anger
可恥,anger
可惡,anger
可憎,anger
可笑,anger
可鄙,anger
吃醋,anger
吝嗇,anger
否定,anger
否認,anger
吹毛求疵,anger
吼叫,anger
呸,anger
咆嘯,anger
咒罵,anger
咬牙切齒,anger
哄騙,anger
哭喊,anger
唐突,anger
嘮叨,anger
嘲弄,anger
嘲笑,anger
嘲罵,anger
嘲諷,anger
嚴厲,anger
嚴酷,anger
固執,anger
垃圾,anger
報仇,anger
報復,anger
壞人,anger
壞蛋,anger
壞話,anger
大叫,anger
奚落,anger
好鬥,anger
妒忌,anger
威脅,anger
媽的,anger
嫉*,anger
嫉妒,anger
嫌*,anger
害蟲,anger
對抗,anger
對質,anger
小氣,anger
屁眼,anger
差,anger
差勁,anger
幹,anger
廢物,anger
強勢,anger
強姦,anger
強暴犯,anger
強求,anger
強烈,anger
強硬,anger
得罪,anger
復仇,anger
忌妒,anger
怒,anger
怒不*,anger
怒吼,anger
怒斥,anger
怒氣*,anger
怒火*,anger
怒目*,anger
怒罵,anger
怒色,anger
怒視,anger
性騷擾,anger
怨恨,anger
恐嚇,anger
恨*,anger
悲痛,anger
惡作劇,anger
惡劣,anger
惡意,anger
惡毒,anger
惡狠狠,anger
惡言,anger
惱*,anger
惱人,anger
惱怒,anger
惹惱,anger
愚笨,anger
愚蠢,anger
憎*,anger
憤*,anger
憤怒,anger
憤恨,anger
成見,anger
戰亂,anger
戰火,anger
戰爭,anger
戰鬥,anger
打仗,anger
打岔,anger
打擾,anger
打攪,anger
打敗,anger
打斷,anger
打架,anger
批判,anger
批評,anger
抗議,anger
折磨,anger
抨擊,anger
抱怨,anger
拋棄,anger
拷問,anger
拷打,anger
指責,anger
挑剔,anger
挑釁,anger
挖苦,anger
挫折,anger
插嘴,anger
損人*,anger
損傷,anger
損壞,anger
損失,anger
損害,anger
摧毀,anger
撒謊,anger
操,anger
擾人,anger
攻擊,anger
放屁,anger
敗壞,anger
敵人,anger
敵對,anger
敵意,anger
敵視,anger
易怒,anger
智障,anger
暴力,anger
暴怒,anger
暴躁,anger
有害,anger
欠扁,anger
欠揍,anger
欺*,anger
歧視,anger
殘忍,anger
殘暴,anger
殘酷,anger
殺,anger
殺死,anger
毀傷,anger
毀壞,anger
毀損,anger
毀滅,anger
毀滅性,anger
毀謗,anger
氣急敗壞,anger
氣憤,anger
氣餒,anger
消滅,anger
淫婦,anger
混帳,anger
混蛋,anger
激動,anger
激怒,anger
激烈,anger
濫用,anger
無情,anger
無理,anger
無禮,anger
無腦妹,anger
煩,anger
煩亂,anger
煩人,anger
煩勞,anger
煩心,anger
煩忙,anger
煩悶,anger
煩惱,anger
煩愁,anger
煩擾,anger
煩瑣,anger
煩躁,anger
煩雜,anger
爛,anger
爛人,anger
爛咖,anger
爛貨,anger
爭吵,anger
爭論,anger
犯法,anger
狂怒,anger
狂暴,anger
狂躁,anger
狗娘養的,anger
狗屁,anger
狠心,anger
狡猾,anger
狡詐,anger
猛烈,anger
王八蛋,anger
生氣,anger
異議,anger
痛苦,anger
痛苦地,anger
發怒,anger
發狂,anger
白痴,anger
白癡,anger
盛怒,anger
看不起,anger
眾怒,anger
瞧不起,anger
矛盾,anger
破壞,anger
破壞性,anger
積怨,anger
笨,anger
笨蛋,anger
粗俗,anger
粗暴,anger
粗魯,anger
糟蹋,anger
缺德,anger
羞恥,anger
羞憤,anger
羞辱,anger
義憤,anger
背叛,anger
胡扯,anger
脅迫,anger
自責,anger
花招,anger
苛求,anger
荒唐,anger
荒謬,anger
蔑視,anger
蕩婦,anger
虐待,anger
處罰,anger
蠢,anger
蠢*,anger
蠢妞,anger
蠢材,anger
蠢樣,anger
蠢蛋,anger
蠢豬,anger
蠢貨,anger
衝突,anger
褻瀆,anger
觸怒,anger
討厭,anger
討厭鬼,anger
詐騙,anger
詛咒,anger
詭計,anger
該死,anger
說謊,anger
諷刺,anger
謀殺,anger
譏*,anger
譴責,anger
責備,anger
賤,anger
賤人,anger
賤貨,anger
蹂躪,anger
蹩腳,anger
輕視,anger
辱罵,anger
造反,anger
遇難,anger
過錯,anger
邪惡,anger
鄙*,anger
酷刑,anger
醜,anger
醜惡,anger
醜陋,anger
難看,anger
震怒,anger
非禮,anger
非難,anger
頑固,anger
頑強,anger
駁斥,anger
騙*,anger
騙局,anger
騷擾,anger
骯髒,anger
鬥爭,anger
齷齪,anger
一無所有,sad
下等,sad
不安,sad
不幸,sad
不知所措,sad
不足,sad
低下,sad
低沉,sad
低矮,sad
低等,sad
低落,sad
低迷,sad
傷,sad
傷亡,sad
傷人,sad
傷勢,sad
傷害,sad
傷心*,sad
傷悲,sad
傷感*,sad
傷殘,sad
傷痕*,sad
傷痛,sad
傷神,sad
劣勢,sad
卑微,sad
受不了,sad
受傷,sad
受苦,sad
可怕,sad
可悲,sad
可憐,sad
同情,sad
哀傷,sad
哀怨,sad
哀愁,sad
哀慟,sad
哀求,sad
哀淒,sad
哀痛,sad
哀號,sad
哭喊,sad
哭泣,sad
哭訴,sad
哭鬧,sad
哽咽,sad
唉聲,sad
啜泣,sad
喪失,sad
喪親,sad
嗚咽,sad
嘆息,sad
嘆氣,sad
多餘,sad
失去,sad
失敗,sad
失望,sad
孤*,sad
孤單,sad
孤獨,sad
寂寞,sad
寂寥,sad
差,sad
差勁,sad
弄痛,sad
後悔,sad
微弱,sad
心灰意冷,sad
心痛,sad
心碎,sad
心酸,sad
忽略,sad
忽視,sad
悔之*,sad
悔恨,sad
悔悟,sad
悔意,sad
悔改,sad
悔過,sad
患病,sad
悲傷,sad
悲劇,sad
悲哀,sad
悲悽,sad
悲情,sad
悲愁,sad
悲慘,sad
悲慟,sad
悲憤,sad
悲憫,sad
悲痛,sad
悲苦,sad
悲觀,sad
惋惜,sad
愁*,sad
感傷,sad
憂傷,sad
憂心*,sad
憂患*,sad
憂愁,sad
憂鬱,sad
憐憫,sad
懊悔,sad
懊惱,sad
打擊,sad
抑鬱,sad
折磨,sad
拙劣,sad
挫折,sad
挫敗,sad
掃興,sad
損失,sad
損害,sad
摧毀,sad
放下,sad
放棄,sad
放縱,sad
柔腸寸斷,sad
樂極生悲,sad
次等,sad
次級,sad
欲絕,sad
殘廢,sad
殘忍,sad
毀傷,sad
毀壞,sad
氣餒,sad
沮喪,sad
泣,sad
洩氣,sad
流淚,sad
消沉,sad
淚流滿面,sad
淚珠,sad
減弱,sad
灰心,sad
無力,sad
無助,sad
無意義,sad
無望,sad
無用,sad
無益,sad
無精打采,sad
無能,sad
無足輕重,sad
煩惱,sad
爛,sad
疼痛,sad
痛不欲生,sad
痛哭流涕,sad
痛苦,sad
瘸,sad
眼淚,sad
破滅,sad
空洞,sad
空虛,sad
窮困,sad
累,sad
絕望,sad
缺乏,sad
肝腸寸斷,sad
自卑,sad
自暴自棄,sad
自責,sad
苦,sad
苦惱,sad
萬念俱灰,sad
落空,sad
虛弱,sad
虧損,sad
褫奪,sad
跛腳,sad
蹂躪,sad
蹧蹋,sad
輸,sad
輸家,sad
輸掉,sad
迷惘,sad
逝世,sad
遲鈍,sad
遺憾,sad
遺棄,sad
錯過,sad
降低,sad
陰暗,sad
陰沉,sad
難過,sad
震驚,sad
鬱*,sad
默哀,sad
黯淡,sad
鼻酸,sad
