chapter,word,lemma,pos,ner
24,kind,kind,NN,O
24,may,may,MD,O
24,befal,befal,VB,O
24,you,you,PRP,O
24,",",",",",",O
24,you,you,PRP,O
24,have,have,VBP,O
24,an,a,DT,O
24,affectionate,affectionate,JJ,O
24,mother,mother,NN,O
24,who,who,WP,O
24,will,will,MD,O
24,always,always,RB,O
24,make,make,VB,O
24,the,the,DT,O
24,most,most,JJS,O
24,of,of,IN,O
24,it,it,PRP,O
24,.,.,.,O
24,"""","""",``,O
24,Mr.,Mr.,NNP,O
24,Wickham,Wickham,NNP,PERSON
24,'s,'s,POS,O
24,society,society,NN,O
24,was,be,VBD,O
24,of,of,IN,O
24,material,material,NN,O
24,service,service,NN,O
24,in,in,IN,O
24,dispelling,dispel,VBG,O
24,the,the,DT,O
24,gloom,gloom,NN,O
24,",",",",",",O
24,which,which,WDT,O
24,the,the,DT,O
24,late,late,JJ,O
24,perverse,perverse,JJ,O
24,occurrences,occurrence,NNS,O
24,had,have,VBD,O
24,thrown,throw,VBN,O
24,on,on,IN,O
24,many,many,JJ,O
24,of,of,IN,O
24,the,the,DT,O
24,Longbourn,Longbourn,NNP,O
24,family,family,NN,O
24,.,.,.,O
24,They,they,PRP,O
24,saw,see,VBD,O
24,him,he,PRP,O
24,often,often,RB,O
24,",",",",",",O
24,and,and,CC,O
24,to,to,IN,O
24,his,he,PRP$,O
24,other,other,JJ,O
24,recommendations,recommendation,NNS,O
24,was,be,VBD,O
24,now,now,RB,DATE
24,added,add,VBN,O
24,that,that,IN,O
24,of,of,IN,O
24,general,general,JJ,TITLE
24,unreserve,unreserve,NN,O
24,.,.,.,O
24,The,the,DT,O
24,whole,whole,NN,O
24,of,of,IN,O
24,what,what,WP,O
24,Elizabeth,Elizabeth,NNP,PERSON
24,had,have,VBD,O
24,already,already,RB,O
24,heard,hear,VBN,O
24,",",",",",",O
24,his,he,PRP$,O
24,claims,claim,NNS,O
24,on,on,IN,O
24,Mr.,Mr.,NNP,O
24,Darcy,Darcy,NNP,PERSON
24,",",",",",",O
24,and,and,CC,O
24,all,all,DT,O
24,that,that,WDT,O
24,he,he,PRP,O
24,had,have,VBD,O
24,suffered,suffer,VBN,O
24,from,from,IN,O
24,him,he,PRP,O
24,",",",",",",O
24,was,be,VBD,O
24,now,now,RB,DATE
24,openly,openly,RB,O
24,acknowledged,acknowledge,VBN,O
24,and,and,CC,O
24,publicly,publicly,RB,O
24,canvassed,canvass,VBN,O
24,;,;,:,O
24,and,and,CC,O
24,every,every,DT,O
24,body,body,NN,O
24,was,be,VBD,O
24,pleased,pleased,JJ,O
24,to,to,TO,O
24,think,think,VB,O
24,how,how,WRB,O
24,much,much,JJ,O
24,they,they,PRP,O
24,had,have,VBD,O
24,always,always,RB,O
24,disliked,dislike,VBN,O
24,Mr.,Mr.,NNP,O
24,Darcy,Darcy,NNP,PERSON
24,before,before,IN,O
24,they,they,PRP,O
24,had,have,VBD,O
24,known,know,VBN,O
24,any,any,DT,O
24,thing,thing,NN,O
24,of,of,IN,O
24,the,the,DT,O
24,matter,matter,NN,O
24,.,.,.,O
24,Miss,Miss,NNP,STATE_OR_PROVINCE
24,Bennet,Bennet,NNP,PERSON
24,was,be,VBD,O
24,the,the,DT,O
24,only,only,JJ,O
24,creature,creature,NN,O
24,who,who,WP,O
24,could,could,MD,O
24,suppose,suppose,VB,O
24,there,there,RB,O
24,might,might,MD,O
24,be,be,VB,O
24,any,any,DT,O
24,extenuating,extenuating,JJ,O
24,circumstances,circumstance,NNS,O
24,in,in,IN,O
24,the,the,DT,O
24,case,case,NN,O
24,",",",",",",O
24,unknown,unknown,JJ,O
24,to,to,IN,O
24,the,the,DT,O
24,society,society,NN,O
24,of,of,IN,O
24,Hertfordshire,Hertfordshire,NNP,CITY
24,;,;,:,O
24,her,she,PRP$,O
24,mild,mild,JJ,O
24,and,and,CC,O
24,steady,steady,JJ,O
24,candour,candour,NN,O
24,always,always,RB,O
24,pleaded,plead,VBD,O
24,for,for,IN,O
24,allowances,allowance,NNS,O
24,",",",",",",O
24,and,and,CC,O
24,urged,urge,VBD,O
24,the,the,DT,O
24,possibility,possibility,NN,O
24,of,of,IN,O
24,mistakes,mistake,NNS,O
24,--,--,:,O
24,but,but,CC,O
24,by,by,IN,O
24,everybody,everybody,NN,O
24,else,else,RB,O
24,Mr.,Mr.,NNP,O
24,Darcy,Darcy,NNP,PERSON
24,was,be,VBD,O
24,condemned,condemn,VBN,O
24,as,as,IN,O
24,the,the,DT,O
24,worst,bad,JJS,O
24,of,of,IN,O
24,men,man,NNS,O
24,.,.,.,O
25,After,after,IN,O
25,a,a,DT,DURATION
25,week,week,NN,DURATION
25,spent,spend,VBN,O
25,in,in,IN,O
25,professions,profession,NNS,O
25,of,of,IN,O
25,love,love,NN,O
25,and,and,CC,O
25,schemes,scheme,NNS,O
25,of,of,IN,O
25,felicity,felicity,NN,O
25,",",",",",",O
25,Mr.,Mr.,NNP,O
25,Collins,Collins,NNP,PERSON
25,was,be,VBD,O
25,called,call,VBN,O
25,from,from,IN,O
25,his,he,PRP$,O
25,amiable,amiable,JJ,O
25,Charlotte,Charlotte,NNP,CITY
25,by,by,IN,O
25,the,the,DT,O
25,arrival,arrival,NN,O
25,of,of,IN,O
25,Saturday,Saturday,NNP,DATE
25,.,.,.,O
25,The,the,DT,O
25,pain,pain,NN,O
25,of,of,IN,O
25,separation,separation,NN,O
25,",",",",",",O
25,however,however,RB,O
25,",",",",",",O
25,might,might,MD,O
25,be,be,VB,O
25,alleviated,alleviate,VBN,O
25,on,on,IN,O
25,his,he,PRP$,O
25,side,side,NN,O
25,",",",",",",O
25,by,by,IN,O
25,preparations,preparation,NNS,O
25,for,for,IN,O
25,the,the,DT,O
25,reception,reception,NN,O
25,of,of,IN,O
25,his,he,PRP$,O
25,bride,bride,NN,O
25,",",",",",",O
25,as,as,IN,O
25,he,he,PRP,O
25,had,have,VBD,O
25,reason,reason,NN,O
25,to,to,TO,O
25,hope,hope,VB,O
25,",",",",",",O
25,that,that,DT,O
25,shortly,shortly,RB,O
25,after,after,IN,O
25,his,he,PRP$,O
25,next,next,JJ,O
25,return,return,NN,O
25,into,into,IN,O
25,Hertfordshire,Hertfordshire,NNP,CITY
25,",",",",",",O
25,the,the,DT,DATE
25,day,day,NN,DATE
25,would,would,MD,O
25,be,be,VB,O
25,fixed,fix,VBN,O
25,that,that,DT,O
25,was,be,VBD,O
25,to,to,TO,O
25,make,make,VB,O
25,him,he,PRP,O
25,the,the,DT,O
25,happiest,happy,JJS,O
25,of,of,IN,O
25,men,man,NNS,O
25,.,.,.,O
25,He,he,PRP,O
25,took,take,VBD,O
25,leave,leave,NN,O
25,of,of,IN,O
25,his,he,PRP$,O
25,relations,relation,NNS,O
25,at,at,IN,O
25,Longbourn,Longbourn,NNP,LOCATION
25,with,with,IN,O
25,as,as,RB,O
25,much,much,JJ,O
25,solemnity,solemnity,NN,O
25,as,as,IN,O
25,before,before,RB,O
25,;,;,",",O
25,wished,wish,VBD,O
25,his,he,PRP$,O
25,fair,fair,JJ,O
25,cousins,cousin,NNS,O
25,health,health,NN,O
25,and,and,CC,O
25,happiness,happiness,NN,O
25,again,again,RB,O
25,",",",",",",O
25,and,and,CC,O
25,promised,promise,VBD,O
25,their,they,PRP$,O
25,father,father,NN,O
25,another,another,DT,O
25,letter,letter,NN,O
25,of,of,IN,O
25,thanks,thanks,NNS,O
25,.,.,.,O
25,On,on,IN,O
25,the,the,DT,DATE
25,following,follow,VBG,DATE
25,Monday,Monday,NNP,DATE
25,",",",",",",O
25,Mrs.,Mrs.,NNP,O
25,Bennet,Bennet,NNP,PERSON
25,had,have,VBD,O
25,the,the,DT,O
25,pleasure,pleasure,NN,O
25,of,of,IN,O
25,receiving,receive,VBG,O
25,her,she,PRP$,O
25,brother,brother,NN,O
25,and,and,CC,O
25,his,he,PRP$,O
25,wife,wife,NN,O
25,",",",",",",O
25,who,who,WP,O
25,came,come,VBD,O
25,as,as,RB,O
25,usual,usual,JJ,O
25,to,to,TO,O
25,spend,spend,VB,O
25,the,the,DT,O
25,Christmas,Christmas,NNP,DATE
25,at,at,IN,O
25,Longbourn,Longbourn,NNP,LOCATION
25,.,.,.,O
25,Mr.,Mr.,NNP,O
25,Gardiner,Gardiner,NNP,PERSON
25,was,be,VBD,O
25,a,a,DT,O
25,sensible,sensible,NN,O
25,",",",",",",O
25,gentleman,gentleman,NN,O
25,-,-,HYPH,O
25,like,like,JJ,O
25,man,man,NN,O
25,",",",",",",O
25,greatly,greatly,RB,O
25,superior,superior,JJ,O
25,to,to,IN,O
25,his,he,PRP$,O
25,sister,sister,NN,O
25,",",",",",",O
25,as,as,RB,O
25,well,well,RB,O
25,by,by,IN,O
25,nature,nature,NN,O
25,as,as,IN,O
25,education,education,NN,O
25,.,.,.,O
25,The,the,DT,O
25,Netherfield,Netherfield,NNP,LOCATION
25,ladies,lady,NNS,O
25,would,would,MD,O
25,have,have,VB,O
25,had,have,VBN,O
25,difficulty,difficulty,NN,O
25,in,in,IN,O
25,believing,believe,VBG,O
25,that,that,IN,O
25,a,a,DT,O
25,man,man,NN,O
25,who,who,WP,O
25,lived,live,VBD,O
25,by,by,IN,O
25,trade,trade,NN,O
25,",",",",",",O
25,and,and,CC,O
25,within,within,IN,O
25,view,view,NN,O
25,of,of,IN,O
25,his,he,PRP$,O
25,own,own,JJ,O
25,warehouses,warehouse,NNS,O
25,",",",",",",O
25,could,could,MD,O
25,have,have,VB,O
25,been,be,VBN,O
25,so,so,RB,O
25,well,well,RB,O
25,bred,breed,VBN,O
25,and,and,CC,O
25,agreeable,agreeable,JJ,O
25,.,.,.,O
25,Mrs.,Mrs.,NNP,O
25,Gardiner,Gardiner,NNP,PERSON
25,",",",",",",O
25,who,who,WP,O
25,was,be,VBD,O
25,several,several,JJ,DURATION
25,years,year,NNS,DURATION
25,younger,young,JJR,O
25,than,than,IN,O
25,Mrs.,Mrs.,NNP,O
25,Bennet,Bennet,NNP,PERSON
25,and,and,CC,O
25,Mrs.,Mrs.,NNP,O
25,Philips,Philips,NNP,ORGANIZATION
25,",",",",",",O
25,was,be,VBD,O
25,an,a,DT,O
25,amiable,amiable,JJ,O
25,",",",",",",O
25,intelligent,intelligent,JJ,O
25,",",",",",",O
25,elegant,elegant,JJ,O
25,woman,woman,NN,O
25,",",",",",",O
25,and,and,CC,O
25,a,a,DT,O
25,great,great,JJ,O
25,favourite,favourite,JJ,O
25,with,with,IN,O
25,all,all,PDT,O
25,her,she,PRP$,O
25,Longbourn,Longbourn,NNP,LOCATION
25,nieces,niece,NNS,O
25,.,.,.,O
25,Between,between,IN,O
25,the,the,DT,O
25,two,two,CD,NUMBER
25,eldest,eold,JJS,O
25,and,and,CC,O
25,herself,herself,PRP,O
25,especially,especially,RB,O
25,",",",",",",O
25,there,there,EX,O
25,subsisted,subsist,VBD,O
25,a,a,DT,O
25,very,very,RB,O
25,particular,particular,JJ,O
25,regard,regard,NN,O
25,.,.,.,O
25,They,they,PRP,O
25,had,have,VBD,O
25,frequently,frequently,RB,O
25,been,be,VBN,O
25,staying,stay,VBG,O
25,with,with,IN,O
25,her,she,PRP,O
25,in,in,IN,O
25,town,town,NN,O
25,.,.,.,O
25,The,the,DT,O
25,first,first,JJ,ORDINAL
25,part,part,NN,O
25,of,of,IN,O
25,Mrs.,Mrs.,NNP,O
25,Gardiner,Gardiner,NNP,PERSON
25,'s,'s,POS,O
25,business,business,NN,O
25,on,on,IN,O
25,her,she,PRP$,O
25,arrival,arrival,NN,O
25,",",",",",",O
25,was,be,VBD,O
25,to,to,TO,O
25,distribute,distribute,VB,O
25,her,she,PRP$,O
25,presents,present,NNS,O
25,and,and,CC,O
25,describe,describe,VB,O
25,the,the,DT,O
25,newest,new,JJS,O
25,fashions,fashion,NNS,O
25,.,.,.,O
25,When,when,WRB,O
25,this,this,DT,O
25,was,be,VBD,O
25,done,do,VBN,O
25,",",",",",",O
25,she,she,PRP,O
25,had,have,VBD,O
25,a,a,DT,O
25,less,less,RBR,O
25,active,active,JJ,O
25,part,part,NN,O
25,to,to,TO,O
25,play,play,VB,O
25,.,.,.,O
25,It,it,PRP,O
25,became,become,VBD,O
25,her,she,PRP$,O
25,turn,turn,NN,O
25,to,to,TO,O
25,listen,listen,VB,O
25,.,.,.,O
25,Mrs.,Mrs.,NNP,O
25,Bennet,Bennet,NNP,PERSON
25,had,have,VBD,O
25,many,many,JJ,O
25,grievances,grievance,NNS,O
25,to,to,TO,O
25,relate,relate,VB,O
25,",",",",",",O
25,and,and,CC,O
25,much,much,JJ,O
25,to,to,TO,O
25,complain,complain,VB,O
25,of,of,IN,O
25,.,.,.,O
25,They,they,PRP,O
25,had,have,VBD,O
25,all,all,DT,O
25,been,be,VBN,O
25,very,very,RB,O
25,ill,ill,RB,O
25,-,-,HYPH,O
25,used,use,VBN,O
25,since,since,IN,O
25,she,she,PRP,O
25,last,last,RB,O
25,saw,see,VBD,O
25,her,she,PRP$,O
25,sister,sister,NN,O
25,.,.,.,O
25,Two,two,CD,NUMBER
25,of,of,IN,O
25,her,she,PRP$,O
25,girls,girl,NNS,O
25,had,have,VBD,O
25,been,be,VBN,O
25,on,on,IN,O
25,the,the,DT,O
25,point,point,NN,O
25,of,of,IN,O
25,marriage,marriage,NN,O
25,",",",",",",O
25,and,and,CC,O
25,after,after,IN,O
25,all,all,RB,O
25,there,there,EX,O
25,was,be,VBD,O
25,nothing,nothing,NN,O
25,in,in,IN,O
25,it,it,PRP,O
25,.,.,.,O
25,"""","""",``,O
25,I,I,PRP,O
25,do,do,VBP,O
25,not,not,RB,O
25,blame,blame,VB,O
25,Jane,Jane,NNP,PERSON
25,",",",",",",O
25,"""","""",'',O
25,she,she,PRP,O
25,continued,continue,VBD,O
25,",",",",",",O
25,"""","""",'',O
25,for,for,IN,O
25,Jane,Jane,NNP,PERSON
25,would,would,MD,O
25,have,have,VB,O
25,got,get,VBN,O
25,Mr.,Mr.,NNP,O
25,Bingley,Bingley,NNP,PERSON
25,",",",",",",O
25,if,if,IN,O
25,she,she,PRP,O
25,could,could,MD,O
25,.,.,.,O
25,But,but,CC,O
25,",",",",",",O
25,Lizzy,Lizzy,NNP,PERSON
25,!,!,.,O
25,Oh,oh,UH,O
25,",",",",",",O
25,sister,sister,NN,O
25,!,!,.,O
25,it,it,PRP,O
25,is,be,VBZ,O
25,very,very,RB,O
25,hard,hard,JJ,O
25,to,to,TO,O
25,think,think,VB,O
25,that,that,IN,O
25,she,she,PRP,O
25,might,might,MD,O
25,have,have,VB,O
25,been,be,VBN,O
25,Mr.,Mr.,NNP,O
25,Collins,Collins,NNP,PERSON
25,'s,'s,POS,O
25,wife,wife,NN,O
25,by,by,IN,O
25,this,this,DT,O
25,time,time,NN,O
25,",",",",",",O
25,had,have,VBD,O
25,not,not,RB,O
25,it,it,PRP,O
25,been,be,VBN,O
25,for,for,IN,O
25,her,she,PRP$,O
25,own,own,JJ,O
25,perverseness,perverseness,NN,O
25,.,.,.,O
25,He,he,PRP,O
25,made,make,VBD,O
25,her,she,PRP$,O
25,an,a,DT,O
25,offer,offer,NN,O
25,in,in,IN,O
25,this,this,DT,O
25,very,very,RB,O
25,room,room,NN,O
25,",",",",",",O
25,and,and,CC,O
25,she,she,PRP,O
25,refused,refuse,VBD,O
25,him,he,PRP,O
25,.,.,.,O
25,The,the,DT,O
25,consequence,consequence,NN,O
25,of,of,IN,O
25,it,it,PRP,O
25,is,be,VBZ,O
25,",",",",",",O
25,that,that,IN,O
25,Lady,Lady,NNP,PERSON
25,Lucas,Lucas,NNP,PERSON
25,will,will,MD,O
25,have,have,VB,O
25,a,a,DT,O
25,daughter,daughter,NN,O
25,married,marry,VBN,O
25,before,before,IN,O
25,I,I,PRP,O
25,have,have,VBP,O
25,",",",",",",O
25,and,and,CC,O
25,that,that,DT,O
25,Longbourn,longbourn,JJ,LOCATION
25,estate,estate,NN,O
25,is,be,VBZ,O
25,just,just,RB,O
25,as,as,RB,O
25,much,much,JJ,O
25,entailed,entail,VBN,O
25,as,as,IN,O
25,ever,ever,RB,O
25,.,.,.,O
25,The,the,DT,O
25,Lucases,Lucases,NNPS,O
25,are,be,VBP,O
25,very,very,RB,O
25,artful,artful,JJ,O
25,people,person,NNS,O
25,indeed,indeed,RB,O
25,",",",",",",O
25,sister,sister,NN,O
25,.,.,.,O
25,They,they,PRP,O
25,are,be,VBP,O
25,all,all,RB,O
25,for,for,IN,O
25,what,what,WP,O
25,they,they,PRP,O
25,can,can,MD,O
25,get,get,VB,O
25,.,.,.,O
25,I,I,PRP,O
25,am,be,VBP,O
25,sorry,sorry,JJ,O
25,to,to,TO,O
25,say,say,VB,O
25,it,it,PRP,O
25,of,of,IN,O
25,them,they,PRP,O
25,",",",",",",O
25,but,but,CC,O
25,so,so,IN,O
25,it,it,PRP,O
25,is,be,VBZ,O
25,.,.,.,O
25,It,it,PRP,O
25,makes,make,VBZ,O
25,me,I,PRP,O
25,very,very,RB,O
25,nervous,nervous,JJ,O
25,and,and,CC,O
25,poorly,poorly,RB,O
25,",",",",",",O
25,to,to,TO,O
25,be,be,VB,O
25,thwarted,thwart,VBN,O
25,so,so,RB,O
25,in,in,IN,O
25,my,my,PRP$,O
25,own,own,JJ,O
25,family,family,NN,O
25,",",",",",",O
25,and,and,CC,O
25,to,to,TO,O
25,have,have,VB,O
25,neighbours,neighbour,NNS,O
25,who,who,WP,O
25,think,think,VBP,O
25,of,of,IN,O
25,themselves,themselves,PRP,O
25,before,before,IN,O
25,anybody,anybody,NN,O
25,else,else,RB,O
25,.,.,.,O
25,However,however,RB,O
25,",",",",",",O
25,your,you,PRP$,O
25,coming,come,VBG,O
25,just,just,RB,O
25,at,at,IN,O
25,this,this,DT,O
25,time,time,NN,O
25,is,be,VBZ,O
25,the,the,DT,O
25,greatest,great,JJS,O
25,of,of,IN,O
25,comforts,comfort,NNS,O
25,",",",",",",O
25,and,and,CC,O
25,I,I,PRP,O
25,am,be,VBP,O
25,very,very,RB,O
25,glad,glad,JJ,O
25,to,to,TO,O
25,hear,hear,VB,O
25,what,what,WP,O
25,you,you,PRP,O
25,tell,tell,VBP,O
25,us,we,PRP,O
25,",",",",",",O
25,of,of,IN,O
25,long,long,JJ,O
25,sleeves,sleeve,NNS,O
25,.,.,.,O
25,"""","""",``,O
25,Mrs.,Mrs.,NNP,O
25,Gardiner,Gardiner,NNP,PERSON
25,",",",",",",O
25,to,to,TO,O
25,whom,whom,WP,O
25,the,the,DT,O
25,chief,chief,NN,O
25,of,of,IN,O
25,this,this,DT,O
25,news,news,NN,O
25,had,have,VBD,O
25,been,be,VBN,O
25,given,give,VBN,O
25,before,before,IN,O
25,",",",",",",O
25,in,in,IN,O
25,the,the,DT,O
25,course,course,NN,O
25,of,of,IN,O
25,Jane,Jane,NNP,PERSON
25,and,and,CC,O
25,Elizabeth,Elizabeth,NNP,PERSON
25,'s,'s,POS,O
25,correspondence,correspondence,NN,O
25,with,with,IN,O
25,her,she,PRP,O
25,",",",",",",O
25,made,make,VBD,O
25,her,she,PRP$,O
25,sister,sister,NN,O
25,a,a,DT,O
25,slight,slight,JJ,O
25,answer,answer,NN,O
25,",",",",",",O
25,and,and,CC,O
25,in,in,IN,O
25,compassion,compassion,NN,O
25,to,to,IN,O
25,her,she,PRP$,O
25,nieces,niece,NNS,O
25,turned,turn,VBD,O
25,the,the,DT,O
25,conversation,conversation,NN,O
25,.,.,.,O
25,When,when,WRB,O
25,alone,alone,RB,O
25,with,with,IN,O
25,Elizabeth,Elizabeth,NNP,PERSON
25,afterwards,afterwards,RB,O
25,",",",",",",O
25,she,she,PRP,O
25,spoke,speak,VBD,O
25,more,more,RBR,O
25,on,on,IN,O
25,the,the,DT,O
25,subject,subject,NN,O
25,.,.,.,O
25,"""","""",``,O
25,It,it,PRP,O
25,seems,seem,VBZ,O
25,likely,likely,JJ,O
25,to,to,TO,O
25,have,have,VB,O
25,been,be,VBN,O
25,a,a,DT,O
25,desirable,desirable,JJ,O
25,match,match,NN,O
25,for,for,IN,O
25,Jane,Jane,NNP,PERSON
25,",",",",",",O
25,"""","""",'',O
25,said,say,VBD,O
25,she,she,PRP,O
25,.,.,.,O
25,"""","""",``,O
25,I,I,PRP,O
25,am,be,VBP,O
25,sorry,sorry,JJ,O
25,it,it,PRP,O
25,went,go,VBD,O
25,off,off,RP,O
25,.,.,.,O
25,But,but,CC,O
25,these,this,DT,O
25,things,thing,NNS,O
25,happen,happen,VB,O
25,so,so,RB,O
25,often,often,RB,O
25,!,!,.,O
25,A,a,DT,O
25,young,young,JJ,O
25,man,man,NN,O
25,",",",",",",O
25,such,such,JJ,O
25,as,as,IN,O
25,you,you,PRP,O
25,describe,describe,VBP,O
25,Mr.,Mr.,NNP,O
25,Bingley,Bingley,NNP,PERSON
25,",",",",",",O
25,so,so,RB,O
25,easily,easily,RB,O
25,falls,fall,VBZ,O
25,in,in,IN,O
25,love,love,NN,O
25,with,with,IN,O
25,a,a,DT,O
25,pretty,pretty,JJ,O
25,girl,girl,NN,O
25,for,for,IN,O
25,a,a,DT,DURATION
25,few,few,JJ,DURATION
25,weeks,week,NNS,DURATION
25,",",",",",",O
25,and,and,CC,O
25,when,when,WRB,O
25,accident,accident,NN,CAUSE_OF_DEATH
25,separates,separate,VBZ,O
25,them,they,PRP,O
25,",",",",",",O
25,so,so,RB,O
25,easily,easily,RB,O
25,forgets,forget,VBZ,O
25,her,she,PRP,O
25,",",",",",",O
25,that,that,IN,O
25,these,this,DT,O
25,sort,sort,NN,O
25,of,of,IN,O
25,inconstancies,inconstancy,NNS,O
25,are,be,VBP,O
25,very,very,RB,O
25,frequent,frequent,JJ,O
25,.,.,.,O
25,"""","""",``,O
25,"""","""",``,O
25,An,a,DT,O
25,excellent,excellent,JJ,O
25,consolation,consolation,NN,O
25,in,in,IN,O
25,its,its,PRP$,O
25,way,way,NN,O
25,",",",",",",O
25,"""","""",'',O
25,said,say,VBD,O
25,Elizabeth,Elizabeth,NNP,PERSON
25,",",",",",",O
25,"""","""",'',O
25,but,but,CC,O
25,it,it,PRP,O
25,will,will,MD,O
25,not,not,RB,O
25,do,do,VB,O
25,for,for,IN,O
25,_,_,NFP,O
25,us,we,PRP,O
25,_,_,NFP,O
25,.,.,.,O
25,We,we,PRP,O
25,do,do,VBP,O
25,not,not,RB,O
25,suffer,suffer,VB,O
25,by,by,IN,O
25,_,_,NFP,O
25,accident,accident,NN,CAUSE_OF_DEATH
25,_,_,NFP,O
25,.,.,.,O
25,It,it,PRP,O
25,does,do,VBZ,O
25,not,not,RB,O
25,often,often,RB,O
25,happen,happen,VB,O
25,that,that,IN,O
25,the,the,DT,O
25,interference,interference,NN,O
25,of,of,IN,O
25,friends,friend,NNS,O
25,will,will,MD,O
25,persuade,persuade,VB,O
25,a,a,DT,O
25,young,young,JJ,O
25,man,man,NN,O
25,of,of,IN,O
25,independent,independent,JJ,RELIGION
25,fortune,fortune,NN,O
25,to,to,TO,O
25,think,think,VB,O
25,no,no,DT,O
25,more,more,JJR,O
25,of,of,IN,O
25,a,a,DT,O
25,girl,girl,NN,O
25,",",",",",",O
25,whom,whom,WP,O
25,he,he,PRP,O
25,was,be,VBD,O
25,violently,violently,RB,O
25,in,in,IN,O
25,love,love,NN,O
25,with,with,IN,O
25,only,only,RB,O
25,a,a,DT,DURATION
25,few,few,JJ,DURATION
25,days,day,NNS,DURATION
25,before,before,RB,O
25,.,.,.,O
25,"""","""",``,O
25,"""","""",``,O
25,But,but,CC,O
25,that,that,DT,O
25,expression,expression,NN,O
25,of,of,IN,O
25,',',``,O
25,violently,violently,RB,O
25,in,in,IN,O
25,love,love,NN,O
25,',','',O
25,is,be,VBZ,O
25,so,so,RB,O
25,hackneyed,hackneyed,JJ,O
25,",",",",",",O
25,so,so,RB,O
25,doubtful,doubtful,JJ,O
25,",",",",",",O
25,so,so,RB,O
25,indefinite,indefinite,JJ,O
25,",",",",",",O
25,that,that,IN,O
25,it,it,PRP,O
25,gives,give,VBZ,O
25,me,I,PRP,O
25,very,very,RB,O
25,little,little,JJ,O
25,idea,idea,NN,O
25,.,.,.,O
25,It,it,PRP,O
25,is,be,VBZ,O
25,as,as,RB,O
25,often,often,RB,O
25,applied,apply,VBN,O
25,to,to,IN,O
25,feelings,feeling,NNS,O
25,which,which,WDT,O
25,arise,arise,VBP,O
25,from,from,IN,O
25,an,a,DT,O
25,half,half,NN,O
25,-,-,HYPH,O
25,hour,hour,NN,O
25,'s,'s,POS,O
25,acquaintance,acquaintance,NN,O
25,",",",",",",O
25,as,as,IN,O
25,to,to,IN,O
25,a,a,DT,O
25,real,real,JJ,O
25,",",",",",",O
25,strong,strong,JJ,O
25,attachment,attachment,NN,O
25,.,.,.,O
25,Pray,pray,VB,O
25,",",",",",",O
25,how,how,WRB,O
25,_,_,NFP,O
25,violent,violent,JJ,O
25,was,be,VBD,O
25,_,_,NFP,O
25,Mr.,Mr.,NNP,O
25,Bingley,Bingley,NNP,PERSON
25,'s,'s,POS,O
25,love,love,NN,O
25,?,?,.,O
25,"""","""",``,O
25,"""","""",``,O
25,I,I,PRP,O
25,never,never,RB,O
25,saw,see,VBD,O
25,a,a,DT,O
25,more,more,RBR,O
25,promising,promising,JJ,O
25,inclination,inclination,NN,O
25,.,.,.,O
25,He,he,PRP,O
25,was,be,VBD,O
25,growing,grow,VBG,O
25,quite,quite,RB,O
25,inattentive,inattentive,JJ,O
25,to,to,IN,O
25,other,other,JJ,O
25,people,person,NNS,O
25,",",",",",",O
25,and,and,CC,O
25,wholly,wholly,RB,O
25,engrossed,engross,VBN,O
25,by,by,IN,O
25,her,she,PRP,O
25,.,.,.,O
25,Every,every,DT,O
25,time,time,NN,O
25,they,they,PRP,O
25,met,meet,VBD,O
25,",",",",",",O
25,it,it,PRP,O
25,was,be,VBD,O
25,more,more,RBR,O
25,decided,decide,VBN,O
25,and,and,CC,O
25,remarkable,remarkable,JJ,O
25,.,.,.,O
25,At,at,IN,O
25,his,he,PRP$,O
25,own,own,JJ,O
25,ball,ball,NN,O
25,he,he,PRP,O
25,offended,offend,VBD,O
25,two,two,CD,NUMBER
25,or,or,CC,O
25,three,three,CD,NUMBER
25,young,young,JJ,O
25,ladies,lady,NNS,O
25,",",",",",",O
25,by,by,IN,O
25,not,not,RB,O
25,asking,ask,VBG,O
25,them,they,PRP,O
25,to,to,TO,O
25,dance,dance,VB,O
25,",",",",",",O
25,and,and,CC,O
25,I,I,PRP,O
25,spoke,speak,VBD,O
25,to,to,IN,O
25,him,he,PRP,O
25,twice,twice,RB,O
25,myself,myself,PRP,O
25,",",",",",",O
25,without,without,IN,O
25,receiving,receive,VBG,O
25,an,a,DT,O
25,answer,answer,NN,O
25,.,.,.,O
25,Could,could,MD,O
25,there,there,RB,O
25,be,be,VB,O
25,finer,fine,JJR,TITLE
25,symptoms,symptom,NNS,O
25,?,?,.,O
25,Is,be,VBZ,O
25,not,not,RB,O
25,general,general,JJ,TITLE
25,incivility,incivility,NN,O
25,the,the,DT,O
25,very,very,RB,O
25,essence,essence,NN,O
25,of,of,IN,O
25,love,love,NN,O
25,?,?,.,O
25,"""","""",``,O
25,"""","""",``,O
25,Oh,oh,UH,O
25,",",",",",",O
25,yes,yes,UH,O
25,!,!,.,O
25,--,--,:,O
25,of,of,IN,O
25,that,that,DT,O
25,kind,kind,NN,O
25,of,of,IN,O
25,love,love,NN,O
25,which,which,WDT,O
25,I,I,PRP,O
25,suppose,suppose,VBP,O
25,him,he,PRP,O
25,to,to,TO,O
25,have,have,VB,O
25,felt,feel,VBN,O
25,.,.,.,O
25,Poor,poor,JJ,O
25,Jane,Jane,NNP,PERSON
25,!,!,.,O
