sentence,chapter
and to see dear Wickham too!,49
"But the clothes, the wedding clothes!",49
I will write to my sister Gardiner about them directly.,49
"Lizzy, my dear, run down to your father, and ask him how much he will give her.",49
"Stay, stay, I will go myself.",49
"Ring the bell, Kitty, for Hill.",49
I will put on my things in a moment.,49
"My dear, dear Lydia!--How merry we shall be together when we meet!""",49
"Her eldest daughter endeavoured to give some relief to the violence of these transports, by leading her thoughts to the obligations which Mr. Gardiner's behaviour laid them all under.",49
"""For we must attribute this happy conclusion,"" she added, ""in a great measure, to his kindness.",49
"We are persuaded that he has pledged himself to assist Mr. Wickham with money.""",49
"""Well,"" cried her mother, ""it is all very right; who should do it but her own uncle?",49
"If he had not had a family of his own, I and my children must have had all his money you know, and it is the first time we have ever had any thing from him, except a few presents.",49
Well!,49
I am so happy.,49
"In a short time, I shall have a daughter married.",49
Mrs. Wickham!,49
How well it sounds.,49
And she was only sixteen last June.,49
"My dear Jane, I am in such a flutter, that I am sure I can't write; so I will dictate, and you write for me.",49
"We will settle with your father about the money afterwards; but the things should be ordered immediately.""",49
"She was then proceeding to all the particulars of calico, muslin, and cambric, and would shortly have dictated some very plentiful orders, had not Jane, though with some difficulty, persuaded her to wait, till her father was at leisure to be consulted.",49
"One day's delay she observed, would be of small importance; and her mother was too happy, to be quite so obstinate as usual.",49
Other schemes too came into her head.,49
"""I will go to Meryton,"" said she, ""as soon as I am dressed, and tell the good, good news to my sister Philips.",49
"And as I come back, I can call on Lady Lucas and Mrs. Long.",49
"Kitty, run down and order the carriage.",49
"An airing would do me a great deal of good, I am sure.",49
"Girls, can I do any thing for you in Meryton?",49
Oh!,49
here comes Hill.,49
"My dear Hill, have you heard the good news?",49
"Miss Lydia is going to be married; and you shall all have a bowl of punch, to make merry at her wedding.""",49
Mrs. Hill began instantly to express her joy.,49
"Elizabeth received her congratulations amongst the rest, and then, sick of this folly, took refuge in her own room, that she might think with freedom.",49
"Poor Lydia's situation must, at best, be bad enough; but that it was no worse, she had need to be thankful.",49
"She felt it so; and though, in looking forward, neither rational happiness nor worldly prosperity, could be justly expected for her sister; in looking back to what they had feared, only two hours ago, she felt all the advantages of what they had gained.",49
"Mr. Bennet had very often wished, before this period of his life, that, instead of spending his whole income, he had laid by an annual sum, for the better provision of his children, and of his wife, if she survived him.",50
He now wished it more than ever.,50
"Had he done his duty in that respect, Lydia need not have been indebted to her uncle, for whatever of honour or credit could now be purchased for her.",50
"The satisfaction of prevailing on one of the most worthless young men in Great Britain to be her husband, might then have rested in its proper place.",50
"He was seriously concerned, that a cause of so little advantage to any one, should be forwarded at the sole expence of his brother-in-law, and he was determined, if possible, to find out the extent of his assistance, and to discharge the obligation as soon as he could.",50
"When first Mr. Bennet had married, economy was held to be perfectly useless; for, of course, they were to have a son.",50
"This son was to join in cutting off the entail, as soon as he should be of age, and the widow and younger children would by that means be provided for.",50
"Five daughters successively entered the world, but yet the son was to come; and Mrs. Bennet, for many years after Lydia's birth, had been certain that he would.",50
"This event had at last been despaired of, but it was then too late to be saving.",50
"Mrs. Bennet had no turn for economy, and her husband's love of independence had alone prevented their exceeding their income.",50
Five thousand pounds was settled by marriage articles on Mrs. Bennet and the children.,50
"But in what proportions it should be divided amongst the latter, depended on the will of the parents.",50
"This was one point, with regard to Lydia at least, which was now to be settled, and Mr. Bennet could have no hesitation in acceding to the proposal before him.",50
"In terms of grateful acknowledgment for the kindness of his brother, though expressed most concisely, he then delivered on paper his perfect approbation of all that was done, and his willingness to fulfil the engagements that had been made for him.",50
"He had never before supposed that, could Wickham be prevailed on to marry his daughter, it would be done with so little inconvenience to himself, as by the present arrangement.",50
"He would scarcely be ten pounds a-year the loser, by the hundred that was to be paid them; for, what with her board and pocket allowance, and the continual presents in money, which passed to her, through her mother's hands, Lydia's expences had been very little within that sum.",50
"That it would be done with such trifling exertion on his side, too, was another very welcome surprise; for his chief wish at present, was to have as little trouble in the business as possible.",50
"When the first transports of rage which had produced his activity in seeking her were over, he naturally returned to all his former indolence.",50
"His letter was soon dispatched; for though dilatory in undertaking business, he was quick in its execution.",50
"He begged to know farther particulars of what he was indebted to his brother; but was too angry with Lydia, to send any message to her.",50
The good news quickly spread through the house; and with proportionate speed through the neighbourhood.,50
It was borne in the latter with decent philosophy.,50
"To be sure it would have been more for the advantage of conversation, had Miss Lydia Bennet come upon the town; or, as the happiest alternative, been secluded from the world, in some distant farm house.",50
"But there was much to be talked of, in marrying her; and the good-natured wishes for her well-doing, which had proceeded before, from all the spiteful old ladies in Meryton, lost but little of their spirit in this change of circumstances, because with such an husband, her misery was considered certain.",50
"It was a fortnight since Mrs. Bennet had been down stairs, but on this happy day, she again took her seat at the head of her table, and in spirits oppressively high.",50
No sentiment of shame gave a damp to her triumph.,50
"The marriage of a daughter, which had been the first object of her wishes, since Jane was sixteen, was now on the point of accomplishment, and her thoughts and her words ran wholly on those attendants of elegant nuptials, fine muslins, new carriages, and servants.",50
"She was busily searching through the neighbourhood for a proper situation for her daughter, and, without knowing or considering what their income might be, rejected many as deficient in size and importance.",50
"""Haye-Park might do,"" said she, ""if the Gouldings would quit it, or the great house at Stoke, if the drawing-room were larger; but Ashworth is too far off!",50
"I could not bear to have her ten miles from me; and as for Purvis Lodge, the attics are dreadful.""",50
"Her husband allowed her to talk on without interruption, while the servants remained.",50
"But when they had withdrawn, he said to her, ""Mrs. Bennet, before you take any, or all of these houses, for your son and daughter, let us come to a right understanding.",50
"Into _one_ house in this neighbourhood, they shall never have admittance.",50
"I will not encourage the impudence of either, by receiving them at Longbourn.""",50
"A long dispute followed this declaration; but Mr. Bennet was firm: it soon led to another; and Mrs. Bennet found, with amazement and horror, that her husband would not advance a guinea to buy clothes for his daughter.",50
"He protested that she should receive from him no mark of affection whatever, on the occasion.",50
Mrs. Bennet could hardly comprehend it.,50
"That his anger could be carried to such a point of inconceivable resentment, as to refuse his daughter a privilege, without which her marriage would scarcely seem valid, exceeded all that she could believe possible.",50
"She was more alive to the disgrace, which the want of new clothes must reflect on her daughter's nuptials, than to any sense of shame at her eloping and living with Wickham, a fortnight before they took place.",50
"Elizabeth was now most heartily sorry that she had, from the distress of the moment, been led to make Mr. Darcy acquainted with their fears for her sister; for since her marriage would so shortly give the proper termination to the elopement, they might hope to conceal its unfavourable beginning, from all those who were not immediately on the spot.",50
"She had no fear of its spreading farther, through his means.",50
"There were few people on whose secrecy she would have more confidently depended; but at the same time, there was no one, whose knowledge of a sister's frailty would have mortified her so much.",50
"Not, however, from any fear of disadvantage from it, individually to herself; for at any rate, there seemed a gulf impassable between them.",50
"Had Lydia's marriage been concluded on the most honourable terms, it was not to be supposed that Mr. Darcy would connect himself with a family, where to every other objection would now be added, an alliance and relationship of the nearest kind with the man whom he so justly scorned.",50
From such a connection she could not wonder that he should shrink.,50
"The wish of procuring her regard, which she had assured herself of his feeling in Derbyshire, could not in rational expectation survive such a blow as this.",50
"She was humbled, she was grieved; she repented, though she hardly knew of what.",50
"She became jealous of his esteem, when she could no longer hope to be benefited by it.",50
"She wanted to hear of him, when there seemed the least chance of gaining intelligence.",50
She was convinced that she could have been happy with him; when it was no longer likely they should meet.,50
"What a triumph for him, as she often thought, could he know that the proposals which she had proudly spurned only four months ago, would now have been gladly and gratefully received!",50
"He was as generous, she doubted not, as the most generous of his sex.",50
"But while he was mortal, there must be a triumph.",50
"She began now to comprehend that he was exactly the man, who, in disposition and talents, would most suit her.",50
"His understanding and temper, though unlike her own, would have answered all her wishes.",50
"It was an union that must have been to the advantage of both; by her ease and liveliness, his mind might have been softened, his manners improved, and from his judgment, information, and knowledge of the world, she must have received benefit of greater importance.",50
But no such happy marriage could now teach the admiring multitude what connubial felicity really was.,50
"An union of a different tendency, and precluding the possibility of the other, was soon to be formed in their family.",50
"How Wickham and Lydia were to be supported in tolerable independence, she could not imagine.",50
"But how little of permanent happiness could belong to a couple who were only brought together because their passions were stronger than their virtue, she could easily conjecture.",50
*       *       *       *       *  Mr. Gardiner soon wrote again to his brother.,50
"To Mr. Bennet's acknowledgments he briefly replied, with assurances of his eagerness to promote the welfare of any of his family; and concluded with intreaties that the subject might never be mentioned to him again.",50
"The principal purport of his letter was to inform them, that Mr. Wickham had resolved on quitting the Militia.",50
"""It was greatly my wish that he should do so,"" he added, ""as soon      as his marriage was fixed on.",50
"And I think you will agree with me,      in considering a removal from that corps as highly advisable, both      on his account and my niece's.",50
"It is Mr. Wickham's intention to go      into the regulars; and, among his former friends, there are still      some who are able and willing to assist him in the army.",50
"He has the      promise of an ensigncy in General ----'s regiment, now quartered in      the North.",50
It is an advantage to have it so far from this part of      the kingdom.,50
"He promises fairly, and I hope among different people,      where they may each have a character to preserve, they will both be      more prudent.",50
"I have written to Colonel Forster, to inform him of      our present arrangements, and to request that he will satisfy the      various creditors of Mr. Wickham in and near Brighton, with      assurances of speedy payment, for which I have pledged myself.",50
"And      will you give yourself the trouble of carrying similar assurances      to his creditors in Meryton, of whom I shall subjoin a list,      according to his information.",50
He has given in all his debts; I hope      at least he has not deceived us.,50
"Haggerston has our directions, and      all will be completed in a week.",50
"They will then join his regiment,      unless they are first invited to Longbourn; and I understand from      Mrs. Gardiner, that my niece is very desirous of seeing you all,      before she leaves the South.",50
"She is well, and begs to be dutifully      remembered to you and her mother.--Your's, &c.       ""E.",50
"GARDINER.""",50
"Mr. Bennet and his daughters saw all the advantages of Wickham's removal from the ----shire, as clearly as Mr. Gardiner could do.",50
"But Mrs. Bennet, was not so well pleased with it.",50
"Lydia's being settled in the North, just when she had expected most pleasure and pride in her company, for she had by no means given up her plan of their residing in Hertfordshire, was a severe disappointment; and besides, it was such a pity that Lydia should be taken from a regiment where she was acquainted with every body, and had so many favourites.",50
"""She is so fond of Mrs. Forster,"" said she, ""it will be quite shocking to send her away!",50
"And there are several of the young men, too, that she likes very much.",50
"The officers may not be so pleasant in General ----'s regiment.""",50
"His daughter's request, for such it might be considered, of being admitted into her family again, before she set off for the North, received at first an absolute negative.",50
"But Jane and Elizabeth, who agreed in wishing, for the sake of their sister's feelings and consequence, that she should be noticed on her marriage by her parents, urged him so earnestly, yet so rationally and so mildly, to receive her and her husband at Longbourn, as soon as they were married, that he was prevailed on to think as they thought, and act as they wished.",50
"And their mother had the satisfaction of knowing, that she should be able to shew her married daughter in the neighbourhood, before she was banished to the North.",50
"When Mr. Bennet wrote again to his brother, therefore, he sent his permission for them to come; and it was settled, that as soon as the ceremony was over, they should proceed to Longbourn.",50
"Elizabeth was surprised, however, that Wickham should consent to such a scheme, and, had she consulted only her own inclination, any meeting with him would have been the last object of her wishes.",50
Their sister's wedding day arrived; and Jane and Elizabeth felt for her probably more than she felt for herself.,51
"The carriage was sent to meet them at ----, and they were to return in it, by dinner-time.",51
"Their arrival was dreaded by the elder Miss Bennets; and Jane more especially, who gave Lydia the feelings which would have attended herself, had _she_ been the culprit, was wretched in the thought of what her sister must endure.",51
They came.,51
"The family were assembled in the breakfast room, to receive them.",51
"Smiles decked the face of Mrs. Bennet, as the carriage drove up to the door; her husband looked impenetrably grave; her daughters, alarmed, anxious, uneasy.",51
"Lydia's voice was heard in the vestibule; the door was thrown open, and she ran into the room.",51
"Her mother stepped forwards, embraced her, and welcomed her with rapture; gave her hand with an affectionate smile to Wickham, who followed his lady, and wished them both joy, with an alacrity which shewed no doubt of their happiness.",51
"Their reception from Mr. Bennet, to whom they then turned, was not quite so cordial.",51
His countenance rather gained in austerity; and he scarcely opened his lips.,51
"The easy assurance of the young couple, indeed, was enough to provoke him.",51
"Elizabeth was disgusted, and even Miss Bennet was shocked.",51
"Lydia was Lydia still; untamed, unabashed, wild, noisy, and fearless.",51
"She turned from sister to sister, demanding their congratulations, and when at length they all sat down, looked eagerly round the room, took notice of some little alteration in it, and observed, with a laugh, that it was a great while since she had been there.",51
"Wickham was not at all more distressed than herself, but his manners were always so pleasing, that had his character and his marriage been exactly what they ought, his smiles and his easy address, while he claimed their relationship, would have delighted them all.",51
"Elizabeth had not before believed him quite equal to such assurance; but she sat down, resolving within herself, to draw no limits in future to the impudence of an impudent man.",51
"_She_ blushed, and Jane blushed; but the cheeks of the two who caused their confusion, suffered no variation of colour.",51
There was no want of discourse.,51
"The bride and her mother could neither of them talk fast enough; and Wickham, who happened to sit near Elizabeth, began enquiring after his acquaintance in that neighbourhood, with a good humoured ease, which she felt very unable to equal in her replies.",51
They seemed each of them to have the happiest memories in the world.,51
"Nothing of the past was recollected with pain; and Lydia led voluntarily to subjects, which her sisters would not have alluded to for the world.",51
"""Only think of its being three months,"" she cried, ""since I went away; it seems but a fortnight I declare; and yet there have been things enough happened in the time.",51
Good gracious!,51
"when I went away, I am sure I had no more idea of being married till I came back again!",51
"though I thought it would be very good fun if I was.""",51
Her father lifted up his eyes.,51
Jane was distressed.,51
"Elizabeth looked expressively at Lydia; but she, who never heard nor saw any thing of which she chose to be insensible, gaily continued, ""Oh!",51
"mamma, do the people here abouts know I am married to-day?",51
"I was afraid they might not; and we overtook William Goulding in his curricle, so I was determined he should know it, and so I let down the side glass next to him, and took off my glove, and let my hand just rest upon the window frame, so that he might see the ring, and then I bowed and smiled like any thing.""",51
Elizabeth could bear it no longer.,51
"She got up, and ran out of the room; and returned no more, till she heard them passing through the hall to the dining-parlour.",51
"She then joined them soon enough to see Lydia, with anxious parade, walk up to her mother's right hand, and hear her say to her eldest sister, ""Ah!",51
"Jane, I take your place now, and you must go lower, because I am a married woman.""",51
"It was not to be supposed that time would give Lydia that embarrassment, from which she had been so wholly free at first.",51
Her ease and good spirits increased.,51
"She longed to see Mrs. Philips, the Lucases, and all their other neighbours, and to hear herself called ""Mrs. Wickham,"" by each of them; and in the mean time, she went after dinner to shew her ring and boast of being married, to Mrs. Hill and the two housemaids.",51
"""Well, mamma,"" said she, when they were all returned to the breakfast room, ""and what do you think of my husband?",51
Is not he a charming man?,51
I am sure my sisters must all envy me.,51
I only hope they may have half my good luck.,51
They must all go to Brighton.,51
That is the place to get husbands.,51
"What a pity it is, mamma, we did not all go.""",51
"""Very true; and if I had my will, we should.",51
"But my dear Lydia, I don't at all like your going such a way off.",51
"Must it be so?""",51
"""Oh, lord!",51
yes;--there is nothing in that.,51
I shall like it of all things.,51
"You and papa, and my sisters, must come down and see us.",51
"We shall be at Newcastle all the winter, and I dare say there will be some balls, and I will take care to get good partners for them all.""",51
"""I should like it beyond any thing!""",51
said her mother.,51
"""And then when you go away, you may leave one or two of my sisters behind you; and I dare say I shall get husbands for them before the winter is over.""",51
"""I thank you for my share of the favour,"" said Elizabeth; ""but I do not particularly like your way of getting husbands.""",51
Their visitors were not to remain above ten days with them.,51
"Mr. Wickham had received his commission before he left London, and he was to join his regiment at the end of a fortnight.",51
"No one but Mrs. Bennet, regretted that their stay would be so short; and she made the most of the time, by visiting about with her daughter, and having very frequent parties at home.",51
"These parties were acceptable to all; to avoid a family circle was even more desirable to such as did think, than such as did not.",51
"Wickham's affection for Lydia, was just what Elizabeth had expected to find it; not equal to Lydia's for him.",51
"She had scarcely needed her present observation to be satisfied, from the reason of things, that their elopement had been brought on by the strength of her love, rather than by his; and she would have wondered why, without violently caring for her, he chose to elope with her at all, had she not felt certain that his flight was rendered necessary by distress of circumstances; and if that were the case, he was not the young man to resist an opportunity of having a companion.",51
Lydia was exceedingly fond of him.,51
He was her dear Wickham on every occasion; no one was to be put in competition with him.,51
"He did every thing best in the world; and she was sure he would kill more birds on the first of September, than any body else in the country.",51
"One morning, soon after their arrival, as she was sitting with her two elder sisters, she said to Elizabeth,  ""Lizzy, I never gave _you_ an account of my wedding, I believe.",51
"You were not by, when I told mamma, and the others, all about it.",51
"Are not you curious to hear how it was managed?""",51
"""No really,"" replied Elizabeth; ""I think there cannot be too little said on the subject.""",51
"""La!",51
You are so strange!,51
But I must tell you how it went off.,51
"We were married, you know, at St. Clement's, because Wickham's lodgings were in that parish.",51
And it was settled that we should all be there by eleven o'clock.,51
My uncle and aunt and I were to go together; and the others were to meet us at the church.,51
"Well, Monday morning came, and I was in such a fuss!",51
"I was so afraid you know that something would happen to put it off, and then I should have gone quite distracted.",51
"And there was my aunt, all the time I was dressing, preaching and talking away just as if she was reading a sermon.",51
"However, I did not hear above one word in ten, for I was thinking, you may suppose, of my dear Wickham.",51
I longed to know whether he would be married in his blue coat.,51
"""Well, and so we breakfasted at ten as usual; I thought it would never be over; for, by the bye, you are to understand, that my uncle and aunt were horrid unpleasant all the time I was with them.",51
"If you'll believe me, I did not once put my foot out of doors, though I was there a fortnight.",51
"Not one party, or scheme, or any thing.",51
"To be sure London was rather thin, but however the little Theatre was open.",51
"Well, and so just as the carriage came to the door, my uncle was called away upon business to that horrid man Mr. Stone.",51
"And then, you know, when once they get together, there is no end of it.",51
"Well, I was so frightened I did not know what to do, for my uncle was to give me away; and if we were beyond the hour, we could not be married all day.",51
"But, luckily, he came back again in ten minutes time, and then we all set out.",51
"However, I recollected afterwards, that if he _had_ been prevented going, the wedding need not be put off, for Mr. Darcy might have done as well.""",51
"""Mr.",51
"Darcy!""",51
"repeated Elizabeth, in utter amazement.",51
"""Oh, yes!--he was to come there with Wickham, you know.",51
But gracious me!,51
I quite forgot!,51
I ought not to have said a word about it.,51
I promised them so faithfully!,51
What will Wickham say?,51
"It was to be such a secret!""",51
"""If it was to be secret,"" said Jane, ""say not another word on the subject.",51
"You may depend upon my seeking no further.""",51
"""Oh!",51
"certainly,"" said Elizabeth, though burning with curiosity; ""we will ask you no questions.""",51
"""Thank you,"" said Lydia, ""for if you did, I should certainly tell you all, and then Wickham would be angry.""",51
"On such encouragement to ask, Elizabeth was forced to put it out of her power, by running away.",51
But to live in ignorance on such a point was impossible; or at least it was impossible not to try for information.,51
Mr. Darcy had been at her sister's wedding.,51
"It was exactly a scene, and exactly among people, where he had apparently least to do, and least temptation to go.",51
"Conjectures as to the meaning of it, rapid and wild, hurried into her brain; but she was satisfied with none.",51
"Those that best pleased her, as placing his conduct in the noblest light, seemed most improbable.",51
"She could not bear such suspense; and hastily seizing a sheet of paper, wrote a short letter to her aunt, to request an explanation of what Lydia had dropt, if it were compatible with the secrecy which had been intended.",51
"""You may readily comprehend,"" she added, ""what my curiosity must be to know how a person unconnected with any of us, and (comparatively speaking) a stranger to our family, should have been amongst you at such a time.",51
"Pray write instantly, and let me understand it--unless it is, for very cogent reasons, to remain in the secrecy which Lydia seems to think necessary; and then I must endeavour to be satisfied with ignorance.""",51
"""Not that I _shall_ though,"" she added to herself, as she finished the letter; ""and my dear aunt, if you do not tell me in an honourable manner, I shall certainly be reduced to tricks and stratagems to find it out.""",51
"Jane's delicate sense of honour would not allow her to speak to Elizabeth privately of what Lydia had let fall; Elizabeth was glad of it;--till it appeared whether her inquiries would receive any satisfaction, she had rather be without a confidante.",51
"She was no sooner in possession of it, than hurrying into the little copse, where she was least likely to be interrupted, she sat down on one of the benches, and prepared to be happy; for the length of the letter convinced her that it did not contain a denial.",52
"""Gracechurch-street, Sept. 6.",52
"""MY DEAR NIECE,       ""I have just received your letter, and shall devote this whole      morning to answering it, as I foresee that a _little_ writing will      not comprise what I have to tell you.",52
I must confess myself      surprised by your application; I did not expect it from _you_.,52
"Don't think me angry, however, for I only mean to let you know,      that I had not imagined such enquiries to be necessary on _your_      side.",52
"If you do not choose to understand me, forgive my      impertinence.",52
"Your uncle is as much surprised as I am--and nothing      but the belief of your being a party concerned, would have allowed      him to act as he has done.",52
"But if you are really innocent and      ignorant, I must be more explicit.",52
"On the very day of my coming      home from Longbourn, your uncle had a most unexpected visitor.",52
"Mr.      Darcy called, and was shut up with him several hours.",52
It was all      over before I arrived; so my curiosity was not so dreadfully racked      as _your's_ seems to have been.,52
"He came to tell Mr. Gardiner that      he had found out where your sister and Mr. Wickham were, and that      he had seen and talked with them both, Wickham repeatedly, Lydia      once.",52
"From what I can collect, he left Derbyshire only one day      after ourselves, and came to town with the resolution of hunting      for them.",52
"The motive professed, was his conviction of its being      owing to himself that Wickham's worthlessness had not been so well      known, as to make it impossible for any young woman of character,      to love or confide in him.",52
"He generously imputed the whole to his      mistaken pride, and confessed that he had before thought it beneath      him, to lay his private actions open to the world.",52
His character      was to speak for itself.,52
"He called it, therefore, his duty to step      forward, and endeavour to remedy an evil, which had been brought on      by himself.",52
"If he _had another_ motive, I am sure it would never      disgrace him.",52
"He had been some days in town, before he was able to      discover them; but he had something to direct his search, which was      more than _we_ had; and the consciousness of this, was another      reason for his resolving to follow us.",52
"There is a lady, it seems, a      Mrs. Younge, who was some time ago governess to Miss Darcy, and was      dismissed from her charge on some cause of disapprobation, though      he did not say what.",52
"She then took a large house in Edward-street,      and has since maintained herself by letting lodgings.",52
"This Mrs.      Younge was, he knew, intimately acquainted with Wickham; and he      went to her for intelligence of him, as soon as he got to town.",52
But      it was two or three days before he could get from her what he      wanted.,52
"She would not betray her trust, I suppose, without bribery      and corruption, for she really did know where her friend was to be      found.",52
"Wickham indeed had gone to her, on their first arrival in      London, and had she been able to receive them into her house, they      would have taken up their abode with her.",52
"At length, however, our      kind friend procured the wished-for direction.",52
They were in ----      street.,52
"He saw Wickham, and afterwards insisted on seeing Lydia.",52
"His first object with her, he acknowledged, had been to persuade      her to quit her present disgraceful situation, and return to her      friends as soon as they could be prevailed on to receive her,      offering his assistance, as far as it would go.",52
But he found Lydia      absolutely resolved on remaining where she was.,52
"She cared for none      of her friends, she wanted no help of his, she would not hear of      leaving Wickham.",52
"She was sure they should be married some time or      other, and it did not much signify when.",52
"Since such were her      feelings, it only remained, he thought, to secure and expedite a      marriage, which, in his very first conversation with Wickham, he      easily learnt, had never been _his_ design.",52
"He confessed himself      obliged to leave the regiment, on account of some debts of honour,      which were very pressing; and scrupled not to lay all the      ill-consequences of Lydia's flight, on her own folly alone.",52
"He      meant to resign his commission immediately; and as to his future      situation, he could conjecture very little about it.",52
"He must go      somewhere, but he did not know where, and he knew he should have      nothing to live on.",52
Mr. Darcy asked him why he had not married your      sister at once.,52
"Though Mr. Bennet was not imagined to be very rich,      he would have been able to do something for him, and his situation      must have been benefited by marriage.",52
"But he found, in reply to      this question, that Wickham still cherished the hope of more      effectually making his fortune by marriage, in some other country.",52
"Under such circumstances, however, he was not likely to be proof      against the temptation of immediate relief.",52
"They met several times,      for there was much to be discussed.",52
Wickham of course wanted more      than he could get; but at length was reduced to be reasonable.,52
"Every thing being settled between _them_, Mr. Darcy's next step was      to make your uncle acquainted with it, and he first called in      Gracechurch-street the evening before I came home.",52
"But Mr. Gardiner      could not be seen, and Mr. Darcy found, on further enquiry, that      your father was still with him, but would quit town the next      morning.",52
"He did not judge your father to be a person whom he could      so properly consult as your uncle, and therefore readily postponed      seeing him, till after the departure of the former.",52
"He did not      leave his name, and till the next day, it was only known that a      gentleman had called on business.",52
On Saturday he came again.,52
"Your      father was gone, your uncle at home, and, as I said before, they      had a great deal of talk together.",52
"They met again on Sunday, and      then _I_ saw him too.",52
"It was not all settled before Monday: as soon      as it was, the express was sent off to Longbourn.",52
But our visitor      was very obstinate.,52
"I fancy, Lizzy, that obstinacy is the real      defect of his character after all.",52
He has been accused of many      faults at different times; but _this_ is the true one.,52
"Nothing was      to be done that he did not do himself; though I am sure (and I do      not speak it to be thanked, therefore say nothing about it,) your      uncle would most readily have settled the whole.",52
"They battled it      together for a long time, which was more than either the gentleman      or lady concerned in it deserved.",52
"But at last your uncle was forced      to yield, and instead of being allowed to be of use to his niece,      was forced to put up with only having the probable credit of it,      which went sorely against the grain; and I really believe your      letter this morning gave him great pleasure, because it required an      explanation that would rob him of his borrowed feathers, and give      the praise where it was due.",52
"But, Lizzy, this must go no farther      than yourself, or Jane at most.",52
"You know pretty well, I suppose,      what has been done for the young people.",52
"His debts are to be paid,      amounting, I believe, to considerably more than a thousand pounds,      another thousand in addition to her own settled upon _her_, and his      commission purchased.",52
"The reason why all this was to be done by him      alone, was such as I have given above.",52
"It was owing to him, to his      reserve, and want of proper consideration, that Wickham's character      had been so misunderstood, and consequently that he had been      received and noticed as he was.",52
"Perhaps there was some truth in      _this_; though I doubt whether _his_ reserve, or _anybody's_      reserve, can be answerable for the event.",52
"But in spite of all this      fine talking, my dear Lizzy, you may rest perfectly assured, that      your uncle would never have yielded, if we had not given him credit      for _another interest_ in the affair.",52
"When all this was resolved      on, he returned again to his friends, who were still staying at      Pemberley; but it was agreed that he should be in London once more      when the wedding took place, and all money matters were then to      receive the last finish.",52
I believe I have now told you every thing.,52
It is a relation which you tell me is to give you great surprise; I      hope at least it will not afford you any displeasure.,52
Lydia came to      us; and Wickham had constant admission to the house.,52
"_He_ was      exactly what he had been, when I knew him in Hertfordshire; but I      would not tell you how little I was satisfied with _her_ behaviour      while she staid with us, if I had not perceived, by Jane's letter      last Wednesday, that her conduct on coming home was exactly of a      piece with it, and therefore what I now tell you, can give you no      fresh pain.",52
"I talked to her repeatedly in the most serious manner,      representing to her all the wickedness of what she had done, and      all the unhappiness she had brought on her family.",52
"If she heard me,      it was by good luck, for I am sure she did not listen.",52
"I was      sometimes quite provoked, but then I recollected my dear Elizabeth      and Jane, and for their sakes had patience with her.",52
"Mr. Darcy was      punctual in his return, and as Lydia informed you, attended the      wedding.",52
"He dined with us the next day, and was to leave town again      on Wednesday or Thursday.",52
"Will you be very angry with me, my dear      Lizzy, if I take this opportunity of saying (what I was never bold      enough to say before) how much I like him.",52
"His behaviour to us has,      in every respect, been as pleasing as when we were in Derbyshire.",52
"His understanding and opinions all please me; he wants nothing but      a little more liveliness, and _that_, if he marry _prudently_, his      wife may teach him.",52
I thought him very sly;--he hardly ever      mentioned your name.,52
But slyness seems the fashion.,52
"Pray forgive      me, if I have been very presuming, or at least do not punish me so      far, as to exclude me from P. I shall never be quite happy till I      have been all round the park.",52
"A low phaeton, with a nice little      pair of ponies, would be the very thing.",52
But I must write no more.,52
The children have been wanting me this half hour.,52
"Your's, very      sincerely,       ""M.",52
"GARDINER.""",52
"The contents of this letter threw Elizabeth into a flutter of spirits, in which it was difficult to determine whether pleasure or pain bore the greatest share.",52
"The vague and unsettled suspicions which uncertainty had produced of what Mr. Darcy might have been doing to forward her sister's match, which she had feared to encourage, as an exertion of goodness too great to be probable, and at the same time dreaded to be just, from the pain of obligation, were proved beyond their greatest extent to be true!",52
"He had followed them purposely to town, he had taken on himself all the trouble and mortification attendant on such a research; in which supplication had been necessary to a woman whom he must abominate and despise, and where he was reduced to meet, frequently meet, reason with, persuade, and finally bribe, the man whom he always most wished to avoid, and whose very name it was punishment to him to pronounce.",52
He had done all this for a girl whom he could neither regard nor esteem.,52
"Her heart did whisper, that he had done it for her.",52
"But it was a hope shortly checked by other considerations, and she soon felt that even her vanity was insufficient, when required to depend on his affection for her, for a woman who had already refused him, as able to overcome a sentiment so natural as abhorrence against relationship with Wickham.",52
Brother-in-law of Wickham!,52
Every kind of pride must revolt from the connection.,52
He had to be sure done much.,52
She was ashamed to think how much.,52
"But he had given a reason for his interference, which asked no extraordinary stretch of belief.",52
"It was reasonable that he should feel he had been wrong; he had liberality, and he had the means of exercising it; and though she would not place herself as his principal inducement, she could, perhaps, believe, that remaining partiality for her, might assist his endeavours in a cause where her peace of mind must be materially concerned.",52
"It was painful, exceedingly painful, to know that they were under obligations to a person who could never receive a return.",52
"They owed the restoration of Lydia, her character, every thing to him.",52
Oh!,52
"how heartily did she grieve over every ungracious sensation she had ever encouraged, every saucy speech she had ever directed towards him.",52
For herself she was humbled; but she was proud of him.,52
"Proud that in a cause of compassion and honour, he had been able to get the better of himself.",52
She read over her aunt's commendation of him again and again.,52
It was hardly enough; but it pleased her.,52
"She was even sensible of some pleasure, though mixed with regret, on finding how steadfastly both she and her uncle had been persuaded that affection and confidence subsisted between Mr. Darcy and herself.",52
"She was roused from her seat, and her reflections, by some one's approach; and before she could strike into another path, she was overtaken by Wickham.",52
